Destination,Number of Travelers,Number of Days,Package Type,Season,Estimated Cost
Ooty,7,8,Standard,Summer,123243.04
Cherrapunji,7,13,Standard,Summer,203105.0
Tawang,1,8,Budget,Winter,21369.74
Kaziranga,4,6,Standard,Winter,87755.8
Haridwar,7,12,Standard,Summer,78063.19
Leh,4,10,Standard,Monsoon,119246.86
Hampi,1,3,Standard,Monsoon,4246.46
Thekkady,2,9,Standard,Summer,52647.28
Konark,5,10,Standard,Winter,90326.07
Hampi,4,13,Luxury,Summer,122417.7
Mussoorie,2,5,Luxury,Monsoon,30041.23
Pelling,5,3,Luxury,Spring,41446.96
Tawang,4,11,Budget,Winter,79236.53
Dalhousie,5,8,Luxury,Spring,111151.79
Agra,8,9,Standard,Winter,163251.72
Gir National Park,4,10,Budget,Summer,116613.1
Jaisalmer,8,14,Budget,Autumn,151739.4
Puri,1,13,Luxury,Spring,38335.79
Araku Valley,2,10,Luxury,Summer,57272.01
Manali,7,5,Luxury,Autumn,102370.84
Mahabalipuram,7,14,Standard,Autumn,140427.69
Pahalgam,3,9,Luxury,Summer,116631.31
Port Blair,3,4,Budget,Winter,28521.86
Varanasi,7,13,Budget,Autumn,72261.79
Srinagar,2,5,Budget,Winter,24760.27
Tawang,7,6,Standard,Autumn,80563.02
Araku Valley,2,11,Luxury,Winter,59936.67
Lonavala,3,12,Standard,Monsoon,56794.99
Pachmarhi,3,3,Standard,Autumn,13500.77
Kalimpong,8,11,Luxury,Autumn,161452.72
Leh,3,2,Standard,Summer,29600.24
Orchha,1,6,Budget,Monsoon,6662.39
Mussoorie,6,7,Standard,Autumn,84390.13
Udaipur,8,4,Standard,Summer,115449.28
Tirupati,6,14,Luxury,Winter,331757.17
Gulmarg,7,14,Standard,Autumn,388918.61
Manali,3,13,Budget,Summer,70003.8
Mysore,8,3,Standard,Winter,42325.74
Gangtok,2,1,Luxury,Summer,9809.85
Pushkar,8,13,Standard,Winter,117407.04
Dharamshala,2,12,Standard,Autumn,34132.72
Pahalgam,5,3,Luxury,Spring,50275.5
Varkala,8,6,Luxury,Spring,85007.56
Kochi,8,3,Budget,Winter,34458.56
Mahabaleshwar,6,2,Luxury,Spring,36464.0
South Goa,1,9,Standard,Winter,48226.58
Chennai,7,10,Standard,Spring,106353.79
Manali,4,9,Luxury,Autumn,107864.56
Rann of Kutch,6,13,Budget,Winter,260394.71
Rameswaram,2,12,Standard,Spring,27937.59
Jodhpur,6,2,Standard,Winter,27270.57
Lonavala,8,12,Budget,Spring,118277.81
Majuli,7,4,Luxury,Monsoon,34238.11
North Goa,7,13,Standard,Autumn,209108.66
Mysore,2,13,Budget,Summer,45172.05
Rann of Kutch,2,7,Luxury,Summer,119969.0
Rann of Kutch,6,12,Budget,Spring,196961.6
Pachmarhi,3,11,Budget,Monsoon,28856.8
Hampi,2,4,Standard,Autumn,11254.27
Manali,2,4,Luxury,Monsoon,23050.87
Kalimpong,2,12,Standard,Summer,40538.72
Varanasi,3,11,Budget,Spring,28833.27
Varkala,4,4,Standard,Winter,24096.83
Mysore,6,6,Budget,Autumn,42919.32
Kodaikanal,4,8,Luxury,Monsoon,73120.69
Shillong,1,9,Budget,Autumn,18976.38
Udaipur,1,4,Budget,Monsoon,11414.12
Udaipur,3,5,Luxury,Monsoon,66064.55
Ranthambore,7,11,Standard,Monsoon,198406.06
Kolkata,3,14,Standard,Summer,95716.58
Thekkady,7,9,Luxury,Winter,231831.21
Agra,6,7,Budget,Winter,75816.3
Kolkata,5,5,Standard,Spring,45147.18
Konark,1,9,Standard,Monsoon,15401.06
Orchha,4,12,Standard,Autumn,58264.0
Jaipur,6,6,Luxury,Monsoon,97673.23
Majuli,1,8,Standard,Summer,14548.58
Bengaluru,6,1,Luxury,Summer,31400.58
Gir National Park,4,14,Budget,Autumn,137622.06
Hampi,1,8,Luxury,Summer,28166.58
Udaipur,7,5,Standard,Winter,127088.0
Pachmarhi,5,5,Luxury,Winter,64883.88
Visakhapatnam,3,12,Standard,Winter,79580.06
Jaipur,2,4,Luxury,Summer,38676.65
Ziro,3,12,Budget,Summer,38551.95
Mysore,8,5,Luxury,Winter,115754.58
Dharamshala,4,9,Budget,Monsoon,26058.56
Udaipur,8,3,Standard,Autumn,72891.48
Shimla,1,7,Luxury,Monsoon,26678.13
Pune,3,3,Luxury,Spring,25836.39
Nainital,4,1,Luxury,Autumn,12203.46
Haridwar,4,9,Budget,Spring,22158.25
Agra,3,12,Budget,Spring,59226.11
Kochi,3,5,Standard,Autumn,28403.61
Shillong,6,14,Budget,Winter,144343.77
Gangtok,3,11,Standard,Spring,74917.74
Gangtok,7,10,Standard,Spring,142981.04
Mahabaleshwar,5,14,Luxury,Summer,252282.78
Varanasi,1,7,Budget,Spring,8328.78
Madurai,7,12,Standard,Monsoon,68409.32
Rishikesh,2,13,Budget,Spring,23820.1
Mysore,7,7,Standard,Spring,75598.57
Jaipur,5,1,Luxury,Winter,21370.49
Udaipur,8,1,Luxury,Spring,38676.63
Rishikesh,8,6,Budget,Summer,40628.17
Ranthambore,4,9,Budget,Winter,109929.91
Kalimpong,2,9,Standard,Spring,25583.56
Wayanad,5,4,Budget,Spring,26634.76
Rann of Kutch,2,5,Luxury,Winter,83612.68
Mumbai,5,13,Standard,Summer,275046.3
Lonavala,3,6,Budget,Autumn,25862.65
Mumbai,5,6,Standard,Winter,127938.43
Gwalior,1,1,Budget,Winter,1959.54
Kodaikanal,7,14,Luxury,Summer,308804.85
Shimla,8,12,Luxury,Winter,344455.58
Kanyakumari,3,8,Standard,Autumn,30878.37
Kovalam,7,1,Budget,Monsoon,11151.46
Kanyakumari,3,3,Luxury,Autumn,19410.19
Shimla,6,3,Budget,Summer,32453.04
Mumbai,4,3,Luxury,Autumn,64612.61
Agra,6,11,Standard,Summer,163284.97
Rann of Kutch,5,9,Budget,Autumn,129760.04
Dalhousie,6,5,Luxury,Summer,95494.23
Ranthambore,3,12,Luxury,Spring,212507.46
Darjeeling,7,14,Luxury,Autumn,306643.94
Jodhpur,7,12,Luxury,Monsoon,189403.46
Mumbai,7,3,Standard,Winter,79415.99
Kochi,4,14,Standard,Autumn,97841.62
Ooty,2,4,Standard,Spring,18021.08
Varanasi,5,5,Standard,Autumn,27986.81
Dharamshala,6,9,Budget,Winter,57999.73
Leh,8,14,Standard,Winter,449625.21
Kovalam,4,8,Luxury,Autumn,140709.34
North Goa,7,8,Budget,Winter,113792.3
Coorg,4,1,Luxury,Autumn,12051.79
Bhubaneswar,2,1,Luxury,Autumn,5214.19
Cherrapunji,1,3,Standard,Monsoon,7402.05
Srinagar,8,14,Budget,Spring,180991.25
Thekkady,8,10,Standard,Monsoon,121234.51
Pushkar,3,11,Standard,Winter,43212.84
Haridwar,4,11,Luxury,Summer,66889.23
Gwalior,4,3,Standard,Summer,21493.82
Konark,1,10,Luxury,Monsoon,28031.32
Havelock Island,4,12,Luxury,Monsoon,270304.41
Shillong,2,7,Standard,Spring,31503.98
Varanasi,7,3,Luxury,Summer,40138.59
Orchha,2,8,Standard,Winter,27857.13
Mahabalipuram,2,5,Budget,Monsoon,10234.99
Rameswaram,2,2,Luxury,Summer,9181.58
Nainital,6,2,Luxury,Winter,44406.23
Lonavala,3,2,Budget,Spring,8268.84
Gir National Park,5,13,Standard,Spring,220053.41
Mount Abu,5,13,Budget,Winter,105178.82
Chennai,3,6,Luxury,Autumn,50483.57
Port Blair,1,7,Standard,Winter,30759.74
Visakhapatnam,8,6,Standard,Summer,88901.54
Gwalior,1,7,Luxury,Monsoon,19814.42
Haridwar,3,5,Luxury,Autumn,21657.01
Kodaikanal,5,1,Luxury,Spring,14593.62
Pune,6,5,Budget,Autumn,36957.71
Puri,8,2,Standard,Autumn,17946.31
Puri,6,11,Luxury,Autumn,125955.81
Tawang,8,8,Luxury,Autumn,186299.75
Pondicherry,8,9,Luxury,Autumn,199398.79
Ooty,5,9,Standard,Spring,89550.63
Puri,4,4,Standard,Spring,19368.64
North Goa,4,9,Standard,Summer,101825.36
Kalimpong,8,10,Standard,Monsoon,70708.92
Pondicherry,6,12,Budget,Spring,101956.07
Udaipur,4,4,Luxury,Autumn,80960.06
Varkala,2,11,Standard,Autumn,31853.91
Pune,5,10,Budget,Summer,77679.9
Nainital,4,9,Standard,Autumn,69900.47
Kochi,2,1,Standard,Autumn,4218.01
Udaipur,7,4,Standard,Winter,102959.37
Munnar,1,6,Standard,Summer,22628.18
Kalimpong,2,2,Standard,Monsoon,4613.04
Pune,6,4,Luxury,Spring,63404.41
Jodhpur,2,2,Budget,Winter,7944.46
Tawang,3,8,Luxury,Summer,101931.47
Kochi,2,6,Standard,Spring,24776.14
Khajuraho,7,8,Standard,Summer,121411.36
Haridwar,4,1,Standard,Summer,3870.29
Manali,4,3,Standard,Winter,27669.57
Jaipur,1,7,Luxury,Autumn,36268.76
Thekkady,4,5,Luxury,Autumn,62825.97
Shillong,6,6,Luxury,Autumn,106377.25
Mahabalipuram,1,3,Luxury,Autumn,10579.46
Ooty,3,12,Standard,Monsoon,60773.01
Pelling,2,13,Standard,Spring,51953.49
Shillong,2,14,Luxury,Autumn,96452.48
Coorg,7,2,Luxury,Spring,41018.53
Khajuraho,5,8,Budget,Autumn,58337.33
Varanasi,7,8,Budget,Autumn,43435.56
Pushkar,1,10,Standard,Autumn,15102.67
Jodhpur,1,8,Luxury,Monsoon,28396.3
Gwalior,5,9,Luxury,Monsoon,90832.86
Mahabaleshwar,3,5,Standard,Spring,30347.69
North Goa,6,3,Luxury,Winter,79586.79
Lonavala,8,7,Budget,Summer,81753.88
Mysore,8,12,Standard,Winter,178365.17
Rann of Kutch,1,6,Standard,Autumn,33288.41
Kanyakumari,1,10,Budget,Monsoon,10973.07
Gir National Park,7,7,Standard,Spring,147646.59
Pelling,3,10,Standard,Autumn,56078.25
Gulmarg,4,13,Budget,Winter,194609.95
Kaziranga,7,12,Budget,Spring,181565.33
Shillong,6,9,Budget,Spring,77063.8
Varkala,3,1,Luxury,Autumn,6097.05
Jaipur,5,1,Budget,Monsoon,6758.49
Thekkady,6,2,Standard,Monsoon,19127.58
Pahalgam,8,2,Budget,Autumn,22278.81
Mussoorie,4,14,Budget,Autumn,83983.39
Pachmarhi,2,6,Budget,Summer,17686.77
Pelling,8,5,Budget,Spring,45644.56
Khajuraho,4,10,Budget,Autumn,57586.72
Gwalior,5,14,Luxury,Summer,206705.23
Pondicherry,2,6,Luxury,Winter,53021.53
Gangtok,1,7,Standard,Winter,25961.76
Jaisalmer,6,12,Standard,Monsoon,114197.44
Kalimpong,2,2,Budget,Autumn,4206.39
Bengaluru,4,4,Standard,Winter,51819.06
Gir National Park,2,4,Budget,Autumn,23557.56
Gwalior,2,11,Budget,Monsoon,22798.44
Kumarakom,5,5,Standard,Autumn,88678.58
Ranthambore,5,4,Standard,Spring,71887.0
Ziro,4,11,Luxury,Summer,92897.54
Konark,3,6,Budget,Summer,26940.75
Pondicherry,1,9,Standard,Winter,29981.38
Mussoorie,5,4,Luxury,Monsoon,52075.21
Pachmarhi,1,3,Standard,Spring,6048.85
Gwalior,1,12,Luxury,Autumn,42014.6
Wayanad,2,5,Standard,Spring,20129.22
Lucknow,5,14,Budget,Summer,112444.34
Pelling,8,5,Budget,Spring,47753.78
Kaziranga,4,14,Budget,Autumn,128720.97
Ranthambore,3,7,Luxury,Summer,150541.83
Rameswaram,2,11,Standard,Winter,31032.42
Munnar,5,8,Standard,Autumn,82381.42
Ranthambore,5,11,Luxury,Spring,305554.03
Varkala,7,8,Standard,Autumn,66801.5
Kodaikanal,5,9,Luxury,Spring,128790.68
Varkala,3,6,Luxury,Autumn,38128.81
Auli,7,5,Standard,Winter,134473.33
Pushkar,2,14,Luxury,Winter,66402.93
Pondicherry,5,7,Budget,Winter,61192.75
Gir National Park,6,1,Luxury,Summer,36669.98
Wayanad,3,8,Luxury,Monsoon,56116.8
North Goa,2,13,Luxury,Winter,141402.07
Auli,8,8,Standard,Spring,197317.92
Majuli,1,1,Standard,Autumn,1525.96
South Goa,8,8,Luxury,Spring,292023.84
Agra,2,14,Luxury,Summer,131296.14
Shillong,4,8,Budget,Spring,44742.91
Varkala,1,10,Budget,Spring,13385.69
Dharamshala,3,14,Budget,Summer,49088.34
Hampi,5,11,Luxury,Monsoon,86884.28
Puri,7,9,Budget,Summer,65292.54
Visakhapatnam,3,4,Luxury,Winter,40897.94
Rann of Kutch,3,8,Standard,Autumn,95259.49
Ooty,3,3,Luxury,Spring,30600.8
Varkala,7,6,Budget,Spring,36771.71
Wayanad,2,14,Standard,Spring,56794.36
Cherrapunji,5,11,Luxury,Spring,187798.93
Kumarakom,6,9,Standard,Autumn,176795.68
Mahabalipuram,6,1,Luxury,Winter,17106.7
Khajuraho,5,7,Standard,Monsoon,56861.63
Tirupati,2,4,Standard,Autumn,19186.58
North Goa,1,11,Budget,Autumn,28351.02
Varkala,7,4,Budget,Monsoon,19583.55
Wayanad,3,13,Standard,Monsoon,55244.68
Kumarakom,3,2,Standard,Autumn,22112.86
Lonavala,4,2,Luxury,Autumn,22232.33
Bengaluru,7,11,Budget,Spring,148875.16
Rameswaram,8,12,Budget,Autumn,67731.65
Gir National Park,1,1,Standard,Winter,5723.8
Kochi,1,11,Standard,Summer,34953.29
Tirupati,5,4,Budget,Summer,37100.53
Mount Abu,8,11,Standard,Autumn,144241.39
Majuli,7,12,Standard,Monsoon,65472.96
Leh,5,7,Luxury,Autumn,212953.0
Udaipur,5,2,Standard,Winter,40180.05
Ooty,5,3,Budget,Winter,26680.04
Kolkata,1,8,Budget,Winter,18664.66
Madurai,6,1,Standard,Winter,7844.49
Pushkar,1,9,Luxury,Summer,26663.2
Rann of Kutch,3,6,Standard,Spring,69899.77
Bhubaneswar,6,11,Luxury,Winter,161773.0
Srinagar,7,12,Budget,Monsoon,113471.72
Wayanad,4,11,Luxury,Winter,144095.27
Ooty,3,11,Standard,Monsoon,52966.53
Munnar,4,11,Budget,Monsoon,52997.4
Kodaikanal,3,2,Luxury,Winter,22137.2
Varkala,6,9,Luxury,Monsoon,80631.75
Gwalior,6,6,Standard,Autumn,52285.73
Coorg,3,2,Budget,Monsoon,7374.11
Haridwar,2,3,Standard,Summer,7012.52
Shimla,5,2,Luxury,Monsoon,26799.52
Lucknow,4,12,Standard,Winter,94024.46
Port Blair,8,13,Standard,Winter,280293.37
Thekkady,2,8,Luxury,Autumn,64072.24
South Goa,5,5,Standard,Autumn,76054.41
Shimla,5,3,Standard,Monsoon,25387.18
Kumarakom,5,3,Budget,Monsoon,31734.47
Agra,4,2,Standard,Summer,19662.38
Jaipur,2,8,Luxury,Spring,66546.89
Mahabalipuram,8,1,Standard,Spring,10897.75
Ooty,7,14,Standard,Summer,208673.21
Havelock Island,2,11,Standard,Monsoon,89303.79
Rann of Kutch,5,6,Standard,Summer,138090.8
Kumarakom,8,8,Standard,Winter,241617.65
Varanasi,1,4,Standard,Winter,7867.61
Nainital,1,13,Standard,Monsoon,29733.04
Mussoorie,2,5,Standard,Spring,23526.51
Konark,5,3,Budget,Winter,21004.9
Puri,8,1,Budget,Summer,8028.1
Agra,7,7,Luxury,Monsoon,117175.27
Dalhousie,4,9,Luxury,Winter,116211.16
Nainital,2,6,Budget,Monsoon,16464.51
Jaipur,6,12,Budget,Spring,117518.94
Manali,1,4,Standard,Winter,13525.49
Gokarna,8,7,Luxury,Summer,110213.05
Kalimpong,1,7,Luxury,Spring,20618.22
Kumarakom,5,10,Budget,Monsoon,107098.5
South Goa,4,7,Budget,Autumn,65133.17
Pondicherry,2,9,Standard,Summer,48315.38
Kanyakumari,3,10,Budget,Autumn,30414.45
Manali,5,12,Budget,Autumn,89495.16
Dharamshala,2,14,Luxury,Monsoon,52568.87
Gangtok,2,9,Budget,Winter,39847.4
Araku Valley,1,2,Standard,Monsoon,2913.31
Jaisalmer,4,8,Budget,Summer,57851.4
Darjeeling,5,9,Luxury,Spring,154145.31
Visakhapatnam,6,14,Standard,Autumn,143145.6
Agra,6,13,Budget,Spring,118584.17
Kalimpong,1,12,Budget,Autumn,16077.27
Varkala,4,13,Budget,Summer,55104.69
Nainital,7,2,Standard,Summer,30692.01
Jaipur,7,1,Budget,Monsoon,8850.73
Kochi,7,2,Luxury,Spring,37783.79
Shimla,6,9,Standard,Monsoon,84081.11
Gir National Park,5,10,Budget,Winter,151089.44
Ranthambore,8,12,Budget,Monsoon,186853.45
Wayanad,7,14,Luxury,Monsoon,202732.8
Gwalior,8,4,Budget,Spring,32988.07
Manali,2,5,Standard,Winter,26517.5
Manali,7,3,Budget,Winter,32511.52
Manali,7,7,Standard,Summer,105532.34
Ranthambore,2,7,Standard,Autumn,55690.94
Varkala,6,2,Budget,Monsoon,8892.47
Lonavala,1,13,Budget,Monsoon,20281.0
Konark,7,1,Luxury,Winter,18855.15
Chennai,1,12,Standard,Monsoon,23208.02
Ranthambore,1,6,Standard,Winter,34948.58
Gokarna,1,10,Standard,Monsoon,12848.11
Mount Abu,4,12,Luxury,Summer,158261.27
Ziro,3,8,Budget,Autumn,21262.17
Coorg,4,5,Budget,Summer,34177.08
Ooty,2,2,Budget,Spring,6964.01
Udaipur,2,6,Budget,Spring,34351.19
Mount Abu,1,8,Standard,Monsoon,17168.29
Madurai,1,1,Standard,Spring,1590.33
Haridwar,1,8,Budget,Winter,8475.8
Wayanad,1,13,Luxury,Summer,62883.09
Ranthambore,2,3,Budget,Monsoon,13860.47
Ooty,4,5,Luxury,Spring,60698.1
Kovalam,5,2,Budget,Summer,24718.11
Manali,8,9,Budget,Monsoon,73103.02
Rishikesh,8,8,Luxury,Winter,119854.93
Agra,5,4,Standard,Summer,48311.29
Tawang,5,6,Standard,Spring,62741.79
Leh,5,7,Budget,Summer,121283.5
Haridwar,7,5,Standard,Spring,26881.1
Bhubaneswar,7,4,Standard,Spring,35587.42
Mount Abu,6,4,Budget,Winter,38121.6
Pahalgam,7,13,Luxury,Autumn,283943.27
Coorg,7,6,Standard,Winter,92825.17
Srinagar,7,3,Luxury,Summer,89588.55
Pushkar,3,9,Standard,Spring,29342.29
Konark,3,9,Luxury,Winter,81072.83
Gulmarg,4,4,Luxury,Winter,120748.45
Orchha,5,9,Budget,Winter,50448.92
Hampi,6,2,Luxury,Spring,23312.64
Thekkady,4,9,Budget,Autumn,54728.35
Madurai,6,11,Luxury,Spring,115631.64
Tirupati,6,2,Luxury,Monsoon,30472.09
Mahabaleshwar,1,5,Luxury,Autumn,22768.27
Ziro,3,7,Standard,Autumn,25048.56
Majuli,3,14,Luxury,Autumn,74338.31
Pushkar,7,12,Luxury,Autumn,126491.66
Visakhapatnam,1,5,Budget,Winter,11350.73
Mahabaleshwar,4,13,Budget,Autumn,75555.62
Kanyakumari,3,7,Budget,Spring,21170.8
North Goa,6,6,Standard,Autumn,82938.34
Auli,7,8,Luxury,Spring,293626.57
Port Blair,3,5,Luxury,Autumn,62965.35
Rishikesh,6,11,Luxury,Winter,131387.22
Gokarna,7,13,Budget,Summer,83850.54
Varkala,2,14,Standard,Autumn,40976.12
Udaipur,6,6,Standard,Summer,137292.41
Havelock Island,8,3,Luxury,Autumn,165495.19
Chennai,5,11,Budget,Monsoon,54470.75
Kochi,8,5,Budget,Spring,48901.48
Varkala,3,6,Luxury,Autumn,38515.45
Khajuraho,3,13,Budget,Monsoon,47353.85
Mahabalipuram,7,13,Standard,Winter,152687.27
Kaziranga,8,1,Luxury,Monsoon,29837.68
Leh,4,4,Standard,Summer,74410.75
Mount Abu,6,14,Luxury,Monsoon,182511.04
Pahalgam,6,8,Standard,Summer,118194.3
Agra,8,7,Budget,Spring,78888.1
Orchha,4,9,Luxury,Spring,68485.41
Port Blair,1,6,Budget,Summer,18603.53
Bengaluru,3,6,Standard,Monsoon,40808.54
Madurai,5,12,Standard,Winter,81414.69
Pachmarhi,8,13,Luxury,Autumn,205590.23
Gulmarg,8,4,Budget,Summer,111212.74
Agra,2,8,Standard,Autumn,38803.92
North Goa,1,12,Luxury,Autumn,67527.79
South Goa,7,4,Standard,Monsoon,62659.33
Hampi,3,3,Standard,Autumn,11888.16
Pune,4,6,Standard,Autumn,38801.97
Lonavala,2,5,Luxury,Summer,40021.23
Leh,2,14,Luxury,Autumn,195210.34
Coorg,7,7,Budget,Summer,78456.34
Visakhapatnam,8,6,Luxury,Monsoon,94627.57
Mussoorie,4,2,Budget,Autumn,12586.07
Havelock Island,4,10,Luxury,Monsoon,216981.47
Dalhousie,2,1,Standard,Winter,4792.02
Coorg,3,14,Standard,Monsoon,68709.82
Munnar,7,6,Standard,Winter,99946.99
Lonavala,2,13,Standard,Summer,63794.77
Pachmarhi,1,13,Budget,Spring,19519.91
Pelling,5,3,Luxury,Winter,50663.96
Bhubaneswar,3,8,Luxury,Winter,69252.2
Ranthambore,4,2,Luxury,Winter,51903.41
South Goa,1,10,Budget,Winter,40132.29
Havelock Island,6,8,Luxury,Spring,330866.41
Varkala,7,3,Budget,Autumn,18196.24
Jaisalmer,4,5,Standard,Winter,48769.77
Srinagar,4,13,Luxury,Autumn,204743.38
Tirupati,8,5,Luxury,Spring,117924.72
Madurai,1,7,Luxury,Monsoon,14022.37
Pune,6,6,Standard,Monsoon,45577.46
Tirupati,7,14,Luxury,Autumn,299049.92
Alleppey,4,5,Luxury,Spring,69053.14
Jaisalmer,7,3,Standard,Monsoon,32263.32
Thekkady,2,12,Standard,Autumn,58163.52
Tirupati,1,7,Budget,Monsoon,12462.33
Srinagar,3,13,Luxury,Spring,165827.1
Jaisalmer,6,13,Budget,Winter,134899.76
Gangtok,7,6,Luxury,Autumn,137646.62
Kanyakumari,7,2,Luxury,Spring,24870.26
Majuli,3,5,Luxury,Autumn,26383.66
Shimla,2,11,Standard,Summer,63512.75
Rameswaram,7,9,Standard,Winter,73457.42
Visakhapatnam,7,10,Budget,Monsoon,66881.81
Rameswaram,3,4,Luxury,Winter,25318.19
Gir National Park,7,1,Luxury,Summer,41939.06
Visakhapatnam,8,3,Budget,Autumn,28144.24
Dharamshala,1,12,Luxury,Monsoon,27175.43
Ziro,7,6,Standard,Monsoon,34786.03
Pushkar,5,6,Budget,Autumn,23240.2
Orchha,3,3,Budget,Autumn,8968.22
Gwalior,3,14,Budget,Summer,59476.73
South Goa,4,10,Luxury,Autumn,200266.68
Udaipur,2,2,Standard,Summer,18844.26
Mumbai,2,9,Budget,Winter,64335.41
Bhubaneswar,6,8,Luxury,Summer,122393.8
Gir National Park,7,2,Standard,Spring,41677.46
Konark,3,12,Luxury,Spring,89645.56
Nainital,5,5,Luxury,Winter,100275.02
Puri,6,8,Budget,Spring,44824.98
Mussoorie,8,10,Standard,Summer,179997.81
Kaziranga,3,3,Standard,Autumn,30410.8
Alleppey,6,13,Budget,Autumn,124527.25
Varkala,3,14,Luxury,Monsoon,71917.34
Varkala,1,8,Budget,Spring,11069.21
Gangtok,5,11,Standard,Spring,120059.58
Mahabalipuram,5,8,Standard,Spring,62755.73
Pachmarhi,4,6,Luxury,Spring,52512.58
Kochi,2,5,Budget,Autumn,15728.12
Araku Valley,8,6,Budget,Spring,39499.91
Dharamshala,7,10,Budget,Winter,74634.75
Kumarakom,8,8,Budget,Winter,188850.42
Mount Abu,2,14,Luxury,Monsoon,76628.79
Konark,1,5,Luxury,Summer,21476.21
Mahabaleshwar,3,2,Luxury,Monsoon,15697.59
Gokarna,4,7,Standard,Summer,36734.96
Pelling,4,4,Luxury,Winter,53140.66
Jaipur,1,3,Budget,Winter,8668.19
Ranthambore,2,8,Budget,Winter,57904.1
Kumarakom,4,3,Standard,Autumn,39460.08
Agra,1,9,Standard,Monsoon,21769.4
Lonavala,2,10,Luxury,Spring,64480.04
Rishikesh,3,6,Standard,Winter,23481.2
Gir National Park,1,5,Standard,Summer,28367.33
Mussoorie,1,7,Luxury,Autumn,34978.66
South Goa,7,4,Luxury,Spring,127390.66
Mussoorie,8,14,Budget,Spring,154119.89
Gokarna,8,10,Standard,Autumn,80769.4
Orchha,7,13,Luxury,Monsoon,133343.08
Kaziranga,3,7,Budget,Summer,62485.4
Wayanad,7,10,Budget,Spring,85628.01
Shimla,7,11,Budget,Autumn,109758.82
Shillong,2,12,Budget,Winter,49274.06
Havelock Island,7,4,Standard,Monsoon,91548.68
Udaipur,8,14,Budget,Monsoon,198541.69
Darjeeling,1,6,Luxury,Spring,28645.54
Mount Abu,3,13,Luxury,Autumn,119839.68
Kanyakumari,8,8,Budget,Monsoon,42742.87
Visakhapatnam,2,2,Standard,Autumn,8118.48
Mahabalipuram,7,1,Standard,Monsoon,8071.33
Kochi,5,7,Budget,Summer,57491.8
Pahalgam,8,14,Budget,Winter,183235.56
Auli,1,4,Standard,Spring,20523.78
Kalimpong,2,7,Luxury,Winter,39556.16
Port Blair,6,1,Luxury,Spring,22509.89
Lucknow,7,12,Budget,Winter,118480.72
Havelock Island,2,14,Standard,Autumn,143345.33
Varkala,2,14,Standard,Summer,48167.56
Wayanad,8,1,Luxury,Monsoon,15602.07
Shimla,6,8,Luxury,Spring,151393.22
Pelling,8,6,Luxury,Monsoon,95434.52
Orchha,7,10,Standard,Spring,79944.27
Auli,6,2,Luxury,Monsoon,51734.33
Pelling,5,14,Standard,Autumn,124387.22
Coorg,7,3,Budget,Autumn,27839.52
Varanasi,1,9,Standard,Autumn,14381.22
Manali,6,13,Standard,Summer,172524.36
Rameswaram,6,13,Budget,Summer,69918.87
Jodhpur,7,4,Standard,Summer,59184.92
Kalimpong,1,13,Standard,Summer,27783.67
Pondicherry,7,10,Luxury,Monsoon,164687.16
Kalimpong,5,14,Standard,Monsoon,71120.99
Mussoorie,8,9,Standard,Winter,155754.96
Shimla,7,2,Budget,Spring,20093.2
Havelock Island,2,10,Standard,Winter,126115.15
Mahabalipuram,2,12,Luxury,Spring,65333.45
Shimla,2,5,Standard,Winter,28300.05
Hampi,8,8,Budget,Summer,65670.83
Pune,2,4,Luxury,Summer,29290.46
Munnar,1,14,Standard,Autumn,41810.39
Darjeeling,8,13,Budget,Monsoon,112332.22
Gokarna,4,6,Luxury,Spring,41540.61
Thekkady,7,8,Budget,Monsoon,64129.62
Visakhapatnam,3,6,Luxury,Monsoon,41817.45
Madurai,2,13,Standard,Spring,33457.94
Alleppey,7,8,Standard,Monsoon,92308.94
Lucknow,2,11,Standard,Spring,43579.77
Manali,6,4,Budget,Autumn,32889.9
Khajuraho,1,3,Standard,Winter,9876.77
Shillong,5,9,Budget,Winter,79514.9
Agra,1,10,Budget,Summer,27206.46
Munnar,4,4,Standard,Winter,39741.05
Madurai,4,14,Budget,Autumn,46392.77
Leh,6,1,Standard,Monsoon,17889.61
Gulmarg,7,9,Budget,Autumn,185524.42
Mahabalipuram,3,9,Budget,Winter,40095.45
Shillong,2,4,Luxury,Monsoon,23277.3
Havelock Island,7,13,Luxury,Winter,711926.29
Jaisalmer,5,1,Budget,Winter,9406.62
Rann of Kutch,6,9,Budget,Summer,179977.41
Dalhousie,2,12,Luxury,Autumn,74659.1
Mahabaleshwar,5,2,Luxury,Monsoon,25180.38
Kumarakom,1,4,Luxury,Summer,37546.83
Pushkar,3,8,Standard,Monsoon,21427.17
Kanyakumari,2,12,Standard,Spring,35257.83
Wayanad,7,13,Budget,Winter,127637.89
Mysore,7,2,Budget,Winter,19282.6
Jaisalmer,2,7,Standard,Autumn,33963.36
Gwalior,1,5,Standard,Winter,13038.5
Rameswaram,3,1,Budget,Spring,2486.4
Kaziranga,3,10,Budget,Winter,88767.77
Puri,4,1,Budget,Spring,3610.06
Ranthambore,2,9,Budget,Winter,66606.28
Haridwar,4,12,Luxury,Summer,73483.9
Alleppey,7,1,Standard,Spring,14525.86
Orchha,4,14,Budget,Summer,61063.56
Srinagar,6,5,Budget,Winter,63109.38
Tirupati,1,10,Luxury,Autumn,49706.24
